#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2012-08-01 00:00:00+00:00 2012-09-01 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
ADU,2012-08-01 02:50,-94.9204,41.6994,75.20,66.20,73.61,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KADU 010250Z AUTO 00000KT 10SM 24/19 A2998 RMK AO2
ADU,2012-08-01 02:55,-94.9204,41.6994,75.20,66.20,73.61,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KADU 010255Z AUTO 00000KT 10SM 24/19 A2998 RMK AO2
ADU,2012-08-01 03:00,-94.9204,41.6994,73.40,64.40,73.44,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KADU 010300Z AUTO 00000KT 10SM 23/18 A2998 RMK AO2
ADU,2012-08-01 03:10,-94.9204,41.6994,73.40,64.40,73.44,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KADU 010310Z AUTO 00000KT 10SM 23/18 A2999 RMK AO2
ADU,2012-08-01 03:15,-94.9204,41.6994,73.40,64.40,73.44,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KADU 010315Z AUTO 00000KT 10SM 23/18 A2999 RMK AO2
ADU,2012-08-01 03:20,-94.9204,41.6994,71.60,64.40,78.04,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KADU 010320Z AUTO 00000KT 10SM 22/18 A2999 RMK AO2
ADU,2012-08-01 03:30,-94.9204,41.6994,71.60,64.40,78.04,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KADU 010330Z AUTO 00000KT 10SM 22/18 A3000 RMK AO2
ADU,2012-08-01 03:35,-94.9204,41.6994,71.60,64.40,78.04,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KADU 010335Z AUTO 00000KT 10SM 22/18 A3000 RMK AO2
ADU,2012-08-01 03:40,-94.9204,41.6994,71.60,64.40,78.04,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KADU 010340Z AUTO 00000KT 10SM 22/18 A3000 RMK AO2
ADU,2012-08-01 03:50,-94.9204,41.6994,71.60,64.40,78.04,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KADU 010350Z AUTO 00000KT 10SM 22/18 A3000 RMK AO2
ADU,2012-08-01 03:55,-94.9204,41.6994,71.60,64.40,78.04,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KADU 010355Z AUTO 00000KT 10SM 22/18 A3000 RMK AO2
ADU,2012-08-01 04:00,-94.9204,41.6994,69.80,62.60,77.90,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KADU 010400Z AUTO 00000KT 10SM 21/17 A3000 RMK AO2
ADU,2012-08-01 04:10,-94.9204,41.6994,69.80,62.60,77.90,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KADU 010410Z AUTO 00000KT 10SM 21/17 A3000 RMK AO2
ADU,2012-08-01 04:15,-94.9204,41.6994,69.80,62.60,77.90,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KADU 010415Z AUTO 00000KT 10SM 21/17 A3000 RMK AO2
ADU,2012-08-01 04:35,-94.9204,41.6994,69.80,62.60,77.90,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KADU 010435Z AUTO 00000KT 10SM 21/17 A3000 RMK AO2
ADU,2012-08-01 04:40,-94.9204,41.6994,69.80,62.60,77.90,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KADU 010440Z AUTO 00000KT 10SM 21/17 A3000 RMK AO2
ADU,2012-08-01 04:50,-94.9204,41.6994,69.80,62.60,77.90,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KADU 010450Z AUTO 00000KT 10SM 21/17 A3000 RMK AO2
ADU,2012-08-01 04:55,-94.9204,41.6994,69.80,62.60,77.90,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KADU 010455Z AUTO 00000KT 10SM 21/17 A2999 RMK AO2
ADU,2012-08-01 05:00,-94.9204,41.6994,69.80,62.60,77.90,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KADU 010500Z AUTO 00000KT 10SM 21/17 A3000 RMK AO2
ADU,2012-08-01 05:10,-94.9204,41.6994,69.80,62.60,77.90,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KADU 010510Z AUTO 00000KT 10SM 21/17 A2999 RMK AO2
ADU,2012-08-01 05:15,-94.9204,41.6994,69.80,62.60,77.90,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KADU 010515Z AUTO 00000KT 10SM 21/17 A2999 RMK AO2
ADU,2012-08-01 05:20,-94.9204,41.6994,69.80,62.60,77.90,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KADU 010520Z AUTO 00000KT 10SM 21/17 A2999 RMK AO2
ADU,2012-08-01 05:30,-94.9204,41.6994,68.00,62.60,82.86,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KADU 010530Z AUTO 00000KT 10SM 20/17 A3000 RMK AO2
ADU,2012-08-01 05:35,-94.9204,41.6994,68.00,62.60,82.86,0.00,0.00,0.00,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KADU 010535Z AUTO 00000KT 10SM 20/17 A3000 RMK AO2
ADU,2012-08-01 05:40,-94.9204,41.6994,68.00,62.60,82.86,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KADU 010540Z AUTO 00000KT 10SM 20/17 A2999 RMK AO2
ADU,2012-08-01 05:50,-94.9204,41.6994,68.00,62.60,82.86,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KADU 010550Z AUTO 00000KT 10SM 20/17 A2999 RMK AO2
ADU,2012-08-01 05:55,-94.9204,41.6994,66.20,60.80,82.74,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KADU 010555Z AUTO 00000KT 10SM 19/16 A2999 RMK AO2
ADU,2012-08-01 06:00,-94.9204,41.6994,66.20,60.80,82.74,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KADU 010600Z AUTO 00000KT 10SM 19/16 A2999 RMK AO2
ADU,2012-08-01 06:10,-94.9204,41.6994,66.20,60.80,82.74,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KADU 010610Z AUTO 00000KT 10SM 19/16 A2999 RMK AO2
ADU,2012-08-01 06:15,-94.9204,41.6994,66.20,60.80,82.74,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KADU 010615Z AUTO 00000KT 10SM 19/16 A2999 RMK AO2
ADU,2012-08-01 06:20,-94.9204,41.6994,66.20,60.80,82.74,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KADU 010620Z AUTO 00000KT 10SM 19/16 A2999 RMK AO2
ADU,2012-08-01 06:30,-94.9204,41.6994,66.20,60.80,82.74,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KADU 010630Z AUTO 00000KT 10SM 19/16 A2999 RMK AO2
ADU,2012-08-01 06:35,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010635Z AUTO 00000KT 10SM 18/16 A2999 RMK AO2
ADU,2012-08-01 06:40,-94.9204,41.6994,66.20,60.80,82.74,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KADU 010640Z AUTO 00000KT 10SM 19/16 A2999 RMK AO2
ADU,2012-08-01 06:50,-94.9204,41.6994,66.20,60.80,82.74,0.00,0.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KADU 010650Z AUTO 00000KT 10SM 19/16 A2999 RMK AO2
ADU,2012-08-01 06:55,-94.9204,41.6994,66.20,60.80,82.74,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KADU 010655Z AUTO 00000KT 10SM 19/16 A2998 RMK AO2
ADU,2012-08-01 07:00,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010700Z AUTO 00000KT 10SM 18/16 A2998 RMK AO2
ADU,2012-08-01 07:10,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010710Z AUTO 00000KT 10SM 18/16 A2998 RMK AO2
ADU,2012-08-01 07:15,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010715Z AUTO 00000KT 10SM 18/16 A2998 RMK AO2
ADU,2012-08-01 07:20,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010720Z AUTO 00000KT 10SM 18/16 A2998 RMK AO2
ADU,2012-08-01 07:30,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010730Z AUTO 00000KT 10SM 18/16 A2998 RMK AO2
ADU,2012-08-01 07:35,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010735Z AUTO 00000KT 10SM 18/16 A2998 RMK AO2
ADU,2012-08-01 07:40,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010740Z AUTO 00000KT 10SM 18/16 A2998 RMK AO2
ADU,2012-08-01 07:50,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010750Z AUTO 00000KT 10SM 18/16 A2998 RMK AO2
ADU,2012-08-01 07:55,-94.9204,41.6994,64.40,59.00,82.62,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010755Z AUTO 00000KT 10SM 18/15 A2998 RMK AO2
ADU,2012-08-01 08:00,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010800Z AUTO 00000KT 10SM 18/16 A2998 RMK AO2
ADU,2012-08-01 08:10,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010810Z AUTO 00000KT 10SM 18/16 A2998 RMK AO2
ADU,2012-08-01 08:15,-94.9204,41.6994,64.40,59.00,82.62,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010815Z AUTO 00000KT 10SM 18/15 A2998 RMK AO2
ADU,2012-08-01 08:20,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010820Z AUTO 00000KT 10SM 18/16 A2998 RMK AO2
ADU,2012-08-01 08:30,-94.9204,41.6994,62.60,59.00,88.00,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 010830Z AUTO 00000KT 10SM 17/15 A2998 RMK AO2
ADU,2012-08-01 08:35,-94.9204,41.6994,62.60,59.00,88.00,0.00,0.00,0.00,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 010835Z AUTO 00000KT 10SM 17/15 A2998 RMK AO2
ADU,2012-08-01 08:40,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010840Z AUTO 00000KT 10SM 18/16 A2997 RMK AO2
ADU,2012-08-01 08:50,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010850Z AUTO 00000KT 10SM 18/16 A2997 RMK AO2
ADU,2012-08-01 08:55,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010855Z AUTO 00000KT 10SM 18/16 A2997 RMK AO2
ADU,2012-08-01 09:00,-94.9204,41.6994,64.40,59.00,82.62,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010900Z AUTO 00000KT 10SM 18/15 A2997 RMK AO2
ADU,2012-08-01 09:10,-94.9204,41.6994,64.40,60.80,88.09,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KADU 010910Z AUTO 00000KT 10SM 18/16 A2997 RMK AO2
ADU,2012-08-01 09:15,-94.9204,41.6994,62.60,59.00,88.00,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 010915Z AUTO 00000KT 10SM 17/15 A2997 RMK AO2
ADU,2012-08-01 09:20,-94.9204,41.6994,62.60,59.00,88.00,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 010920Z AUTO 00000KT 10SM 17/15 A2997 RMK AO2
ADU,2012-08-01 09:30,-94.9204,41.6994,62.60,59.00,88.00,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 010930Z AUTO 00000KT 10SM 17/15 A2997 RMK AO2
ADU,2012-08-01 09:35,-94.9204,41.6994,62.60,59.00,88.00,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 010935Z AUTO 00000KT 10SM 17/15 A2997 RMK AO2
ADU,2012-08-01 09:40,-94.9204,41.6994,62.60,59.00,88.00,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 010940Z AUTO 00000KT 10SM 17/15 A2997 RMK AO2
ADU,2012-08-01 09:50,-94.9204,41.6994,62.60,57.20,82.50,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 010950Z AUTO 00000KT 10SM 17/14 A2997 RMK AO2
ADU,2012-08-01 09:55,-94.9204,41.6994,62.60,59.00,88.00,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 010955Z AUTO 00000KT 10SM 17/15 A2997 RMK AO2
ADU,2012-08-01 10:00,-94.9204,41.6994,62.60,59.00,88.00,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 011000Z AUTO 00000KT 10SM 17/15 A2997 RMK AO2
ADU,2012-08-01 10:10,-94.9204,41.6994,62.60,59.00,88.00,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 011010Z AUTO 00000KT 10SM 17/15 A2997 RMK AO2
ADU,2012-08-01 10:15,-94.9204,41.6994,62.60,59.00,88.00,0.00,0.00,0.00,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 011015Z AUTO 00000KT 10SM 17/15 A2996 RMK AO2
ADU,2012-08-01 10:20,-94.9204,41.6994,62.60,57.20,82.50,0.00,0.00,0.00,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 011020Z AUTO 00000KT 10SM 17/14 A2996 RMK AO2
ADU,2012-08-01 10:30,-94.9204,41.6994,62.60,57.20,82.50,0.00,0.00,0.00,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 011030Z AUTO 00000KT 10SM 17/14 A2996 RMK AO2
ADU,2012-08-01 10:35,-94.9204,41.6994,62.60,59.00,88.00,0.00,0.00,0.00,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 011035Z AUTO 00000KT 10SM 17/15 A2996 RMK AO2
ADU,2012-08-01 10:40,-94.9204,41.6994,62.60,57.20,82.50,0.00,0.00,0.00,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KADU 011040Z AUTO 00000KT 10SM 17/14 A2996 RMK AO2
ADU,2012-08-01 10:50,-94.9204,41.6994,60.80,57.20,87.92,0.00,0.00,0.00,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KADU 011050Z AUTO 00000KT 10SM 16/14 A2996 RMK AO2
ADU,2012-08-01 10:55,-94.9204,41.6994,60.80,57.20,87.92,0.00,0.00,0.00,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KADU 011055Z AUTO 00000KT 10SM 16/14 A2996 RMK AO2
ADU,2012-08-01 11:00,-94.9204,41.6994,60.80,57.20,87.92,0.00,0.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KADU 011100Z AUTO 00000KT 10SM CLR 16/14 A2996 RMK AO2
ADU,2012-08-01 11:10,-94.9204,41.6994,60.80,57.20,87.92,0.00,0.00,0.00,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KADU 011110Z AUTO 00000KT 10SM CLR 16/14 A2997 RMK AO2
ADU,2012-08-01 11:15,-94.9204,41.6994,60.80,57.20,87.92,0.00,0.00,0.00,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KADU 011115Z AUTO 00000KT 10SM 16/14 A2997 RMK AO2
